publishedAt,authorDisplayName,textDisplay,likeCount,type
2025-08-27T12:35:18Z,@rekan-craft,Mata ku sakit film ini terlalu burik,0,comment
2025-08-27T12:26:09Z,@SaidiAkbar-g6g,Kenapa didesa ada aka47,0,comment
2025-08-27T12:25:00Z,@SaidiAkbar-g6g,Burung suara monyet,0,comment
2025-08-27T12:24:10Z,@SaidiAkbar-g6g,Aduh kebelet berak,0,comment
2025-08-27T12:19:44Z,@aanpanja6526,jelek,0,comment
2025-08-27T12:19:11Z,@genta325,Bilang hati2 100000000000x<br>Terus burung salah sound pulak grafik nya jelek pulak kata2nya kurang sopan aja terus posternya kayak asal2 taruk aja rating animasi ini adalah0/10,0,comment
2025-08-27T12:09:10Z,@Lovelyz_ichayt,Hargai gess,0,comment
2025-08-27T11:58:46Z,@Sigabutaja,"&quot;Beta buka gudang, benderannya hilang.... Aduhh. Kebelet eek&quot;<br><br>Edit:mak aku viral🎉🎉",0,comment
2025-08-27T11:56:08Z,@deathcart4446,I can&#39;t believe I say this but ai looks wayy better than this,0,comment
2025-08-27T11:37:44Z,@Aiharameiii,memeq,1,comment
2025-08-27T11:26:55Z,@bernachyjr2059,HAHAHAHA,0,comment
2025-08-27T11:24:22Z,@mamiemka6021,😅😅😂😂😂,0,comment
2025-08-27T11:07:48Z,@Hallelujah333,"Hey, i know you may be pretty tired, or whatever. But i want to remind you that God loves you! Don&#39;t worry for tomorrow, God is here with you. ❤ :)",0,comment
2025-08-27T10:54:54Z,@naterhythm,everyone who partook in this movie&#39;s creation must be fired immediately,0,comment
2025-08-27T10:54:22Z,@elvipangemanan4786,Animasi macam apa ini,0,comment
2025-08-27T10:50:46Z,@IrsyadNur-b3t,Knp nyari bendera sampe hutan terus knp suara burung jadi suara monyet🗿🗿🗿,0,comment
2025-08-27T10:36:42Z,@Waibi-x1y,Karya anak bangsa❎<br>Karya tua bangka✅,1,comment
2025-08-27T10:01:41Z,@securityguardgaming1157,Wow beautiful bird 👷‍♂️,0,comment
2025-08-27T09:57:27Z,@IzinSloppyCream,"Budgetnya yang 6,7m atau gajinya yang 6,7m🤭🤭🤫",0,comment
2025-08-27T09:47:24Z,@ArchieXenon25,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=17"">0:17</a> apa yang mereka lakukan 😂",1,comment
2025-08-27T09:38:32Z,@louissiew7860,Yo who took the shaders away 😭,0,comment
2025-08-27T07:37:05Z,@NABATI_AJA,Bukan ya cari bendera malah mbolang,1,comment
2025-08-27T07:37:56Z,@NABATI_AJA,Burung nya suara monyet,1,reply
2025-08-27T07:38:21Z,@NABATI_AJA,Burung nya pas terbang suara burung dara 😂😂😂😂,1,reply
2025-08-27T07:28:01Z,@irzaputra9693,film burikkk,0,comment
2025-08-27T07:21:21Z,@radensolar1276,Ini keren dan kualitas nya 4k animasinya jangan diremehkan bener gk,1,comment
2025-08-27T07:17:28Z,@mediabicaraindonesia4088,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=39"">0:39</a> katanya gudang kelurahan, jelas gudang militer ini matras, sepatu safety, helm, fan ak47 emg ga ngibul,,, agak lain ni peeleem",0,comment
2025-08-27T06:44:06Z,@thesidecharacterr,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=44"">0:44</a><br><br>is this a screen recorded voice message",0,comment
2025-08-27T06:41:06Z,@iradianawati922,Beta buka gudang ada kuthanggg,0,comment
2025-08-27T06:32:00Z,@sahrolrosli9562,Movie❌<br>Game✅,0,comment
2025-08-27T06:25:05Z,@SlvrxSXH,taruh saja kentang goreng di dalam tas lil bro,0,comment
2025-08-27T06:14:42Z,@Muhanmadiqbalnoorramadhan,Burung kok suarah nya monyet jir😂😂,0,comment
2025-08-27T06:12:44Z,@engkongtv8064,film nya kaku jelek banget udah pah buriq hahaah,0,comment
2025-08-27T05:47:37Z,@mshahdanry2624,ini meme apa trailer film anjg,0,comment
2025-08-27T05:27:48Z,@NabilBariq,"Ini animasi apa coba &quot;Beta Buka Gudang Benderanya Hilang&quot; Kan itu di gapuranya banyak Bendera Apalagi karakternya ngambil di youtube apa coba 6,7M yang di habisin padahal budget 1 juta lah terus 6,7Mnya kemana lawak nih filem lawak",0,comment
2025-08-27T05:19:36Z,@rezaindrakurniawan8473,"Tpi ya, seandainy cerita ny bagus dn dubber ny juga ga asal2an. Sy yakin sh bakal bnyk yg nonton",0,comment
2025-08-27T05:18:41Z,@HalimahtusSakdiah-h4d,grafik nya udah tau gua sakit 😭🤒,0,comment
2025-08-27T05:05:22Z,@erickdian5155,Animasi kontolllll,0,comment
2025-08-27T04:44:40Z,@ABD_1544,Gudang kayak markas kartel<br>Burung bersuara monyet<br>Anak² masuk hutan ga ada orang dewasa yang ngawasin<br>Bendera padahal tinggal beli malah nyari di hutan<br>Animasinya pun kayak film animasi  jadul,0,comment
2025-08-27T04:04:05Z,@kutakmenyerah21,"Ga kuat gw anj, babi. Baru 1 menit gw nonton😊",0,comment
2025-08-27T03:44:26Z,@james5359,film kartun yang anggarannya tidak transparan😂😂,0,comment
2025-08-27T03:37:50Z,@muhammadilhamsantosa3968,Ini film 1961 ?,0,comment
2025-08-27T03:34:29Z,@Rianapuspita-z5j,Beta buka gudang bendera nya hilang😂😂😂,0,comment
2025-08-27T03:26:19Z,@dikamasayu5765,Astaga kartun apaan ini,0,comment
2025-08-27T02:49:44Z,@nyamuxcraft,"kok bisa masih pede dengan animasi kualitas kyak gini, kok bisa masuk bioskop, kok bisa ttp ada yang nonton!??",0,comment
2025-08-27T02:20:42Z,@Nukai_z24,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,comment
2025-08-27T02:13:55Z,@ErnaErna-dy8oo,Grafik kurang bagus burik dan tidak sesuai dengan dana 6.7 miliar,0,comment
2025-08-27T02:08:21Z,@haritsianlubis2090,Buruk igo,0,comment
2025-08-27T00:50:48Z,@arjunacaesarputranurcahyo,upin ipin lebih bagus dari pada ini,0,comment
2025-08-27T00:50:20Z,@arjunacaesarputranurcahyo,mending gw liat kun anta dari pada ini,0,comment
2025-08-26T23:15:08Z,@NLGAMING-1q5,Film deepweb dan darkweb,0,comment
2025-08-26T18:55:42Z,@devonsu5293,AnimaShit,0,comment
2025-08-26T16:43:27Z,@AlfianFadlan-n8r,Animasi ter buruk yang pernah gua liat di bioskop inimah 100x lipat jelak nya di banding jumbo,0,comment
2025-08-26T16:43:25Z,@zahranjazulli6863,puyeng liat nya,0,comment
2025-08-26T16:30:20Z,@fikhafikriansyah1222,"film sampah, copy paste karakter, child abuse jir, burung = monyet, satpam dadanya seksi jir",0,comment
2025-08-26T15:16:35Z,@RifaniMuhammad-s7p4f,Kartun tahun 1900an mungkin kah ini baru release sekarang,0,comment
2025-08-26T15:06:46Z,@AnggaTrisnadi-u8h,Pake mod Grafik gta 😂😂,0,comment
2025-08-26T15:00:25Z,@nurmadewi9744,22.59 Beta buka gudhang bendera hilang😂 aduh,0,comment
2025-08-26T15:00:13Z,@herusiswannto,Masih bagusan rizki riplay😂,0,comment
2025-08-26T14:33:09Z,@abrisamandshezavideo5002,Burung suara ya jadi monyet kayak yang buat film😂,0,comment
2025-08-26T14:32:00Z,@meyrizka_gacha2,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=27"">0:27</a>  itu satpam kenapa dibikin tobrut Cok lah bikin malu",1,comment
2025-08-26T14:29:20Z,@klara-nini-klara-redfire-ulzi,Merah putih one for all ❌ <br>Merah putih one to blind ✅,0,comment
2025-08-26T14:24:54Z,@Akumaaa2025,"di menit <a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=38"">0:38</a> celana nya robek jir",1,comment
2025-08-26T14:07:18Z,@thatmotivatedchris6749,This makes my eyes bleed,0,comment
2025-08-26T14:02:49Z,@bpf_kw11,Film niat memperingati kemerdekaan ❌<br>Film niat bikin anak tersiksa✅,0,comment
2025-08-26T14:02:38Z,@IlhamSubandi9900,Sakit mata aku cuk,0,comment
2025-08-26T13:56:59Z,@mahesasoetisnabrata5432,ROBLOX THE MOVIE,0,comment
2025-08-26T13:37:30Z,@EndangMissa,Grafik nya kek grafik Tahun majapahit😂😂,0,comment
2025-08-26T13:36:08Z,@ljhxmpzngx_kh67z,Markas kertel cik,0,comment
2025-08-26T13:32:26Z,@ssty_channel,bgusan otong eh? Entong? apa sih orog?,0,comment
2025-08-26T13:30:02Z,@sopanindragandi5641,waaahh filmya bagusss... (siap-siap auto jadi dirut BUMN wkwk),0,comment
2025-08-26T13:26:24Z,@AksarVatoni,Masih bagusan buatan gua😂😂,0,comment
2025-08-26T13:24:54Z,@nemarzero8000,serasa nonton prindapan😂,0,comment
2025-08-26T13:07:29Z,@PasilaAnto,"Jelekkkkkkk banget sampah fiks bintang 0,00000000000000000¹ nilainya",0,comment
2025-08-26T13:03:39Z,@idhalwasit,Cinepolis gamau takedown video ini ?,0,comment
2025-08-26T13:01:15Z,@ZaditTaqwa-r1b,Mendingan gua bayar 700000 buat nonton  drakor daripada nonton ini,0,comment
2025-08-26T12:37:29Z,@hisyamnizar5411,Beta buka gudang benderanya hilang<br><br>Aduh itu bendera harus ketemu sebelum besok subuh😹,0,comment
2025-08-26T12:35:33Z,@FarizizzudinAish,tgn kok lidi🤣🤣🤣,0,comment
2025-08-26T12:33:54Z,@Asrafputrarisandi,Gerafiknya jelek seindonesia,0,comment
2025-08-26T12:28:17Z,@azlanrevindra,"Sperti Animasi yg buat anak smp, Cerita dan skenario yg buat anak SD, Paaaaaraaaaah😂😅",1,comment
2025-08-26T12:16:36Z,@Copium_12,"this is so BUNS bruh, how can this even be allowed in cinemas 😮‍💨",0,comment
2025-08-26T12:15:08Z,@WINDAH_squid,"Burung langka suaranya mirip monyet,😂 <a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=88"">1:28</a>",0,comment
2025-08-26T12:14:48Z,@MforMonyet,Cari bendera di dekat toko❌<br><br>Temukan bendera di hutan✅,0,comment
2025-08-26T12:04:52Z,@watchman_of_doom-k6e,"Ini adalah video terburuk yg saya tonton biaya 6,7 M tp grafiknya jelek katanya buatan anak bangsa kayaknya yg bikin tua Bangka film terburuk 🖕🖕🖕🖕",1,comment
2025-08-26T12:00:36Z,@nurfaizin5672,"iseng kepo..<br>Njiirrr bener kata orang&quot;, bikin sakit mata dan bikin sakit hati cookkkk.... budget 6 milyar lebih,,😳😳😢😢",0,comment
2025-08-26T11:47:09Z,@rizalulilmi,Ancur😂,0,comment
2025-08-26T11:46:55Z,@FaniaAnindytaN,Mending nonton Chanel gromore studio series(cerita rakyat) bagus dari pada merah putih one for all,0,comment
2025-08-26T11:40:21Z,@Lindra-h9y,Film paling burik di gudangnya ada senjata api 😂😂😂 suara burung pake suara monyet terakhir film paling burik satu dunia😂😂😂😂😂😂😂😂😂,0,comment
2025-08-26T11:22:35Z,@rainbow_lemonsours123,"Tf Is This Movie, The Government Said This Rivals Out Demon Slayer Infinity Castle But Its More Like Hydrogen Bomb Vs Coughing Baby 🥀🥀🥀🥀",1,comment
2025-08-26T11:16:29Z,@muhammadfikramrizdullah5199,Ko ada senjata api,0,comment
2025-08-26T11:14:59Z,@DaveisBoredX,I can&#39;t wait for my fav actor diddy in this movie featuring Jess No limit,0,comment
2025-08-26T11:09:56Z,@irfanproject1262,Apasih cok,0,comment
2025-08-26T11:08:25Z,@abdanarif3159,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=59"">0:59</a> gelincir dimana jatuh dimana😂",0,comment
2025-08-26T10:57:34Z,@JabrullahBaik,Zaman Majapahit ke ni,0,comment
2025-08-26T10:46:50Z,@alis15yt,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=8"">0:08</a> ya tinggal comot bendera di gerbang.",0,comment
2025-08-26T10:45:23Z,@SanjayaDayou,halah,0,comment
2025-08-26T10:39:08Z,@hannyssss,Duniya bukan maju malah mudur sama suaranya bedaya .  Burung ko suaranya 🐒 moyet ya😅😅😅😅😅😅😅😅😅,1,comment
2025-08-26T10:37:39Z,@hannyssss,Hati hati ya Dayak banget ya ada 4😅😅😅😅,1,comment
2025-08-26T10:35:53Z,@AZROR586,Beta bukak gudang bendera ya hilang 😂😂,0,comment
2025-08-26T10:34:02Z,@SHIROKO-CHAN.67,Tidakkkkkkkk MATA KU SAKITTT,0,comment
2025-08-26T09:36:46Z,@mrtophat_junkbot,"Benderanya hilang, emangnya tidak ada toko yang jualnya? 🥲",0,comment
2025-08-26T09:19:25Z,@necokat23,"Each day and everyday, i feel shame for being born in this country.",0,comment
2025-08-26T09:09:17Z,@Yenti04-b4p,Tinggal beli baru lagi benderanya lol,0,comment
2025-08-26T09:08:56Z,@Yenti04-b4p,Jelek nih film,0,comment
2025-08-26T09:07:56Z,@jazendanke3609,"Mungkin rencananya mau ngikutin jejak film Jumbo, tpi versi lite nya aj udh deadline soalnya, selesai ga selesai yg penting kumpul is real",1,comment
2025-08-26T08:56:01Z,@KakaPga-n1o,tolong mata ku sakit 😵😵😵,0,comment
2025-08-26T08:53:15Z,@zupperdede,berhentyi jangyan kanjyutt~,0,comment
2025-08-26T08:50:59Z,@MRworldEtIkA,"There&#39;s no way this thing is 6.7 million IDR,  just use Blender (and Blender is not this dogwater) dawg.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI"">0:00</a> very ugly characters, as in proportions. You can make characters unique, but they made them like Skyrim custom character customization sliders.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=6"">0:06</a> Why the 5 stars?<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=8"">0:08</a> There is no absolute lighting control, like there is no believable shadow. like when you port all the assets but use artificial brightness so you can see what you are animating. Not to mention the art direction is not there at all; you cannot put normal everyday items along with abnormal, non-everyday people. It is not immersive and doesn&#39;t strike you with &quot;Oh, so this is where the [main character] lives in [universe].&quot; <br><br><br><br> <a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=10"">0:10</a> Like I said, abnormally looking people in normal-looking places just doesn&#39;t add up; it&#39;s weird, and viewers&#39; perception will mark it as ugly because they have normal things to compare them with.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=14"">0:14</a> There is absolutely no physics behind that box; they just put a box afloat without tying the box to gravity physics, and the ropes were there to make it look like it was hanging but with no actual connection from one asset to another, and the box itself looks so bad that at first I thought they 3D scanned it, but no, I believe they exported it from open assets because even using a cheap 3D scanner, which is your own phone, will have a greater result. And like I said, there is no lighting entity. Well, there is, but most asset properties aren&#39;t tied to said entity, or rather, its shadows don&#39;t dynamically react to another object. Thus, some things&#39; shadows don&#39;t cast on other things.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=18"">0:18</a> Yeah, no actual lighting to make it believable. I mean, look at those trees.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=23"">0:23</a> Notice how he pointed the megaphone a bit upward? It is because the model arm joint will be unnaturally bent. One way to fix it is by redesigning the megaphone handle to be curve-shaped, but since they took the asset somewhere else, I don&#39;t think they can, or they just do not have the will to model it in-house.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=32"">0:32</a> weird hair physics, no cast shadows (background characters have 2 shadows; THERE ARE 2 SUNS IN INDONESIA?!). He is not unique; he is just straight up ugly because there are normal-looking people behind him, and some of these people are weird. Look at the very back; you will see some people that are as tall as an adult knee, wtf.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=38"">0:38</a> weird-looking characters (the right side is the most normal one I&#39;ve seen lmao), no shadows, no lighting.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=45"">0:45</a>: Wtf is this scene?<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=49"">0:49</a> insane close-up ugly<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=50"">0:50</a> WHERE IS THE LIGHTING? The same walking animation is used by 3 characters; the women are normal looking, but the other people... <br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=52"">0:52</a> no lighting<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=53"">0:53</a> Dude, can we stop for the close-up scenes? There is nothing to be proud of.<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=57"">0:57</a> generic idle animation<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=59"">0:59</a> generic crunch.mp3 sound effect, generic fall_grunt.mp3 sound effect, and generic water_splash.mp3 sound effect.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=73"">1:13</a> fuel to the fire.<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=79"">1:19</a> Who is this nigga?<br><br><br><br><a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=94"">1:34</a> They didn&#39;t even bother to animate the flap to be in sync with the bought sound effect.<br><br><br><br>So, what is the plot of the movie? to get the flag. How? I don&#39;t fucking know. Seriously, I like the idea of these kids going through all that just for a flag because the flag is that precious to them, but the importance of the flag itself flew over their heads, which made this movie depict that the flag (as in the object) is that valuable, whereasit is not about the flag at all but rather the ideology that the flag upholds. It is just another flag; just buy it off someone else lmao. A different flag won&#39;t change anything because both flags are Indonesian flags; it is the message that the flag upholds.<br><br><br><br>I trailer length and possible movie length right to be mad, and you should too.",0,comment
2025-08-26T08:54:25Z,@MRworldEtIkA,"damn, it was 6.7bil IDR",0,reply
2025-08-26T08:47:41Z,@globalgps7969,Kocak cuuuuuuuuu😂😂😂😂😂😂😂😂,0,comment
2025-08-26T08:45:23Z,@qurrotulayun3631,Animasi tai anyiing😂,0,comment
2025-08-26T08:31:10Z,@afifieaneeq,Semak doh tu,0,comment
2025-08-26T08:22:14Z,@hanifanshori4068,Hujatan apa yah yg pantas buat ni film😂,1,comment
2025-08-26T07:46:58Z,@mutocool-567,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=8"">0:08</a> lah tinggal ambil yang ada di situ apa susahnya",0,comment
2025-08-26T07:30:54Z,@UutPu,Bikin malu indonesia aja,1,comment
2025-08-26T07:29:03Z,@Saya_Manusia1-09,"Bendera nya hilang?, tinggal beli apa susahnya",0,comment
2025-08-26T07:25:29Z,@YkOgk,Pulang kan ke tempat ia berasal,0,comment
2025-08-26T07:23:29Z,@ummihalwa7232,Gak payu,0,comment
2025-08-26T07:08:44Z,@POKOKEMANCINGtulslepp,"<a href=""https://www.youtube.com/watch?v=6jdG2WQEgyI&amp;t=40"">0:40</a> wat de fak gudang biasa apa gudang kartel🗿",0,comment
